accession_new	accession_old	mag_id	source_fasta	needs_signalp	whole_proteome_role	source_sample_id	final_confidence
CU_CUST_000000055.1	CU_SAMEA4470848_bin.3	SAMEA4470848_bin.3	SAMEA4470848_bin.3.fa	True	False	SAMEA4470848	high
CU_CUST_000000056.1	CU_SAMEA4470848_bin.5	SAMEA4470848_bin.5	SAMEA4470848_bin.5.fa	True	False	SAMEA4470848	high
CU_CUST_000000057.1	CU_SAMEA4473311_bin.50	SAMEA4473311_bin.50	SAMEA4473311_bin.50.fa	True	False	SAMEA4473311	high
CU_CUST_000000058.1	CU_SAMEA4473311_bin.54	SAMEA4473311_bin.54	SAMEA4473311_bin.54.fa	True	False	SAMEA4473311	high
CU_CUST_000000059.1	CU_SAMEA4473313_bin.15	SAMEA4473313_bin.15	SAMEA4473313_bin.15.fa	True	False	SAMEA4473313	high
CU_CUST_000000060.1	CU_SAMEA4473313_bin.63	SAMEA4473313_bin.63	SAMEA4473313_bin.63.fa	True	False	SAMEA4473313	high
CU_CUST_000000061.1	CU_SAMEA4473313_bin.77	SAMEA4473313_bin.77	SAMEA4473313_bin.77.fa	True	False	SAMEA4473313	high
CU_CUST_000000062.1	CU_SAMEA4473329_bin.41	SAMEA4473329_bin.41	SAMEA4473329_bin.41.fa	True	False	SAMEA4473329	medium
CU_CUST_000000063.1	CU_SAMN03166137_bin.12	SAMN03166137_bin.12	SAMN03166137_bin.12.fa	True	False	SAMN03166137	medium
CU_CUST_000000064.1	CU_SAMN03166137_bin.38	SAMN03166137_bin.38	SAMN03166137_bin.38.fa	True	True	SAMN03166137	medium
CU_CUST_000000065.1	CU_SAMN03166137_bin.4	SAMN03166137_bin.4	SAMN03166137_bin.4.fa	False	True	SAMN03166137	medium
CU_CUST_000000066.1	CU_SAMN03782124_bin.42	SAMN03782124_bin.42	SAMN03782124_bin.42.fa	True	False	SAMN03782124	high
CU_CUST_000000067.1	CU_SAMN03859986_bin.10	SAMN03859986_bin.10	SAMN03859986_bin.10.fa	True	False	SAMN03859986	low
CU_CUST_000000068.1	CU_SAMN03859986_bin.133	SAMN03859986_bin.133	SAMN03859986_bin.133.fa	True	False	SAMN03859986	high
CU_CUST_000000069.1	CU_SAMN03859986_bin.17	SAMN03859986_bin.17	SAMN03859986_bin.17.fa	True	False	SAMN03859986	high
CU_CUST_000000070.1	CU_SAMN03859986_bin.3	SAMN03859986_bin.3	SAMN03859986_bin.3.fa	True	False	SAMN03859986	high
CU_CUST_000000071.1	CU_SAMN03859986_bin.77	SAMN03859986_bin.77	SAMN03859986_bin.77.fa	True	False	SAMN03859986	high
CU_CUST_000000072.1	CU_SAMN04508166_bin.105	SAMN04508166_bin.105	SAMN04508166_bin.105.fa	True	False	SAMN04508166	high
CU_CUST_000000073.1	CU_SAMN04508166_bin.23	SAMN04508166_bin.23	SAMN04508166_bin.23.fa	True	False	SAMN04508166	high
CU_CUST_000000074.1	CU_SAMN04508166_bin.35	SAMN04508166_bin.35	SAMN04508166_bin.35.fa	True	False	SAMN04508166	high
CU_CUST_000000075.1	CU_SAMN04508166_bin.39	SAMN04508166_bin.39	SAMN04508166_bin.39.fa	True	False	SAMN04508166	high
CU_CUST_000000076.1	CU_SAMN04508166_bin.97	SAMN04508166_bin.97	SAMN04508166_bin.97.fa	True	False	SAMN04508166	high
CU_CUST_000000077.1	CU_SAMN04566230_bin.101	SAMN04566230_bin.101	SAMN04566230_bin.101.fa	True	False	SAMN04566230	medium
CU_CUST_000000078.1	CU_SAMN05004607_bin.10	SAMN05004607_bin.10	SAMN05004607_bin.10.fa	True	False	SAMN05004607	high
CU_CUST_000000079.1	CU_SAMN05004607_bin.13	SAMN05004607_bin.13	SAMN05004607_bin.13.fa	True	False	SAMN05004607	high
CU_CUST_000000080.1	CU_SAMN05004607_bin.15	SAMN05004607_bin.15	SAMN05004607_bin.15.fa	True	False	SAMN05004607	high
CU_CUST_000000081.1	CU_SAMN05004607_bin.17	SAMN05004607_bin.17	SAMN05004607_bin.17.fa	True	False	SAMN05004607	high
CU_CUST_000000082.1	CU_SAMN05004607_bin.25	SAMN05004607_bin.25	SAMN05004607_bin.25.fa	True	False	SAMN05004607	high
CU_CUST_000000083.1	CU_SAMN05422149_bin.15	SAMN05422149_bin.15	SAMN05422149_bin.15.fa	True	False	SAMN05422149	medium
CU_CUST_000000084.1	CU_SAMN05992386_bin.10	SAMN05992386_bin.10	SAMN05992386_bin.10.fa	True	False	SAMN05992386	medium
CU_CUST_000000085.1	CU_SAMN05992386_bin.19	SAMN05992386_bin.19	SAMN05992386_bin.19.fa	True	False	SAMN05992386	medium
CU_CUST_000000086.1	CU_SAMN06226863_bin.53	SAMN06226863_bin.53	SAMN06226863_bin.53.fa	True	False	SAMN06226863	high
CU_CUST_000000087.1	CU_SAMN06226864_bin.11	SAMN06226864_bin.11	SAMN06226864_bin.11.fa	True	False	SAMN06226864	high
CU_CUST_000000088.1	CU_SAMN06226864_bin.16	SAMN06226864_bin.16	SAMN06226864_bin.16.fa	True	False	SAMN06226864	high
CU_CUST_000000089.1	CU_SAMN06226864_bin.26	SAMN06226864_bin.26	SAMN06226864_bin.26.fa	True	False	SAMN06226864	high
CU_CUST_000000090.1	CU_SAMN06226864_bin.6	SAMN06226864_bin.6	SAMN06226864_bin.6.fa	True	False	SAMN06226864	medium
CU_CUST_000000091.1	CU_SAMN06251742_bin.103	SAMN06251742_bin.103	SAMN06251742_bin.103.fa	True	False	SAMN06251742	high
CU_CUST_000000092.1	CU_SAMN06251742_bin.120	SAMN06251742_bin.120	SAMN06251742_bin.120.fa	True	False	SAMN06251742	high
CU_CUST_000000093.1	CU_SAMN06251742_bin.131	SAMN06251742_bin.131	SAMN06251742_bin.131.fa	True	False	SAMN06251742	high
CU_CUST_000000094.1	CU_SAMN06251742_bin.145	SAMN06251742_bin.145	SAMN06251742_bin.145.fa	True	False	SAMN06251742	high
CU_CUST_000000095.1	CU_SAMN06251742_bin.32	SAMN06251742_bin.32	SAMN06251742_bin.32.fa	True	False	SAMN06251742	medium
CU_CUST_000000096.1	CU_SAMN06251742_bin.74	SAMN06251742_bin.74	SAMN06251742_bin.74.fa	True	False	SAMN06251742	high
CU_CUST_000000097.1	CU_SAMN06251743_bin.137	SAMN06251743_bin.137	SAMN06251743_bin.137.fa	True	False	SAMN06251743	high
CU_CUST_000000098.1	CU_SAMN06251743_bin.146	SAMN06251743_bin.146	SAMN06251743_bin.146.fa	True	False	SAMN06251743	high
CU_CUST_000000099.1	CU_SAMN06251743_bin.212	SAMN06251743_bin.212	SAMN06251743_bin.212.fa	True	False	SAMN06251743	high
CU_CUST_000000100.1	CU_SAMN06251743_bin.215	SAMN06251743_bin.215	SAMN06251743_bin.215.fa	True	False	SAMN06251743	high
CU_CUST_000000101.1	CU_SAMN06251743_bin.87	SAMN06251743_bin.87	SAMN06251743_bin.87.fa	True	False	SAMN06251743	high
CU_CUST_000000102.1	CU_SAMN06264663_bin.2	SAMN06264663_bin.2	SAMN06264663_bin.2.fa	True	False	SAMN06264663	high
CU_CUST_000000103.1	CU_SAMN06264663_bin.46	SAMN06264663_bin.46	SAMN06264663_bin.46.fa	True	False	SAMN06264663	high
CU_CUST_000000104.1	CU_SAMN06264663_bin.81	SAMN06264663_bin.81	SAMN06264663_bin.81.fa	True	False	SAMN06264663	high
CU_CUST_000000105.1	CU_SAMN06264874_bin.27	SAMN06264874_bin.27	SAMN06264874_bin.27.fa	True	False	SAMN06264874	high
CU_CUST_000000106.1	CU_SAMN06264874_bin.38	SAMN06264874_bin.38	SAMN06264874_bin.38.fa	True	False	SAMN06264874	high
CU_CUST_000000107.1	CU_SAMN06264874_bin.69	SAMN06264874_bin.69	SAMN06264874_bin.69.fa	True	False	SAMN06264874	high
CU_CUST_000000108.1	CU_SAMN06264874_bin.96	SAMN06264874_bin.96	SAMN06264874_bin.96.fa	True	False	SAMN06264874	high
CU_CUST_000000109.1	CU_SAMN06266163_bin.1	SAMN06266163_bin.1	SAMN06266163_bin.1.fa	True	False	SAMN06266163	high
CU_CUST_000000110.1	CU_SAMN06269071_bin.77	SAMN06269071_bin.77	SAMN06269071_bin.77.fa	True	False	SAMN06269071	high
CU_CUST_000000111.1	CU_SAMN06269072_bin.114	SAMN06269072_bin.114	SAMN06269072_bin.114.fa	True	False	SAMN06269072	high
CU_CUST_000000112.1	CU_SAMN06269072_bin.126	SAMN06269072_bin.126	SAMN06269072_bin.126.fa	True	False	SAMN06269072	high
CU_CUST_000000113.1	CU_SAMN06269072_bin.14	SAMN06269072_bin.14	SAMN06269072_bin.14.fa	True	False	SAMN06269072	high
CU_CUST_000000114.1	CU_SAMN06269072_bin.74	SAMN06269072_bin.74	SAMN06269072_bin.74.fa	True	False	SAMN06269072	high
CU_CUST_000000115.1	CU_SAMN06269072_bin.9	SAMN06269072_bin.9	SAMN06269072_bin.9.fa	True	False	SAMN06269072	high
CU_CUST_000000116.1	CU_SAMN06269074_bin.54	SAMN06269074_bin.54	SAMN06269074_bin.54.fa	True	False	SAMN06269074	high
CU_CUST_000000117.1	CU_SAMN06269076_bin.17	SAMN06269076_bin.17	SAMN06269076_bin.17.fa	True	False	SAMN06269076	medium
CU_CUST_000000118.1	CU_SAMN06269079_bin.120	SAMN06269079_bin.120	SAMN06269079_bin.120.fa	True	False	SAMN06269079	high
CU_CUST_000000119.1	CU_SAMN06269079_bin.157	SAMN06269079_bin.157	SAMN06269079_bin.157.fa	True	False	SAMN06269079	high
CU_CUST_000000120.1	CU_SAMN06269079_bin.236	SAMN06269079_bin.236	SAMN06269079_bin.236.fa	True	False	SAMN06269079	high
CU_CUST_000000121.1	CU_SAMN06269079_bin.7	SAMN06269079_bin.7	SAMN06269079_bin.7.fa	True	False	SAMN06269079	high
CU_CUST_000000122.1	CU_SAMN06288063_bin.1	SAMN06288063_bin.1	SAMN06288063_bin.1.fa	True	False	SAMN06288063	high
CU_CUST_000000123.1	CU_SAMN06288063_bin.116	SAMN06288063_bin.116	SAMN06288063_bin.116.fa	True	False	SAMN06288063	high
CU_CUST_000000124.1	CU_SAMN06288063_bin.125	SAMN06288063_bin.125	SAMN06288063_bin.125.fa	True	False	SAMN06288063	high
CU_CUST_000000125.1	CU_SAMN06288063_bin.13	SAMN06288063_bin.13	SAMN06288063_bin.13.fa	True	False	SAMN06288063	high
CU_CUST_000000126.1	CU_SAMN06288063_bin.33	SAMN06288063_bin.33	SAMN06288063_bin.33.fa	True	False	SAMN06288063	low
CU_CUST_000000127.1	CU_SAMN06288064_bin.3	SAMN06288064_bin.3	SAMN06288064_bin.3.fa	True	False	SAMN06288064	high
CU_CUST_000000128.1	CU_SAMN06288064_bin.4	SAMN06288064_bin.4	SAMN06288064_bin.4.fa	True	False	SAMN06288064	high
CU_CUST_000000129.1	CU_SAMN07630573_bin.14	SAMN07630573_bin.14	SAMN07630573_bin.14.fa	True	False	SAMN07630573	high
CU_CUST_000000130.1	CU_SAMN07630573_bin.2	SAMN07630573_bin.2	SAMN07630573_bin.2.fa	True	False	SAMN07630573	high
CU_CUST_000000131.1	CU_SAMN07630573_bin.42	SAMN07630573_bin.42	SAMN07630573_bin.42.fa	True	False	SAMN07630573	high
CU_CUST_000000132.1	CU_SAMN07630573_bin.68	SAMN07630573_bin.68	SAMN07630573_bin.68.fa	True	False	SAMN07630573	high
CU_CUST_000000133.1	CU_SAMN07630573_bin.77	SAMN07630573_bin.77	SAMN07630573_bin.77.fa	True	False	SAMN07630573	high
CU_CUST_000000134.1	CU_SAMN07632361_bin.17	SAMN07632361_bin.17	SAMN07632361_bin.17.fa	True	False	SAMN07632361	high
CU_CUST_000000135.1	CU_SAMN07632361_bin.4	SAMN07632361_bin.4	SAMN07632361_bin.4.fa	True	False	SAMN07632361	high
CU_CUST_000000136.1	CU_SAMN07632362_bin.120	SAMN07632362_bin.120	SAMN07632362_bin.120.fa	True	False	SAMN07632362	high
CU_CUST_000000137.1	CU_SAMN07632362_bin.140	SAMN07632362_bin.140	SAMN07632362_bin.140.fa	True	False	SAMN07632362	high
CU_CUST_000000138.1	CU_SAMN07632362_bin.141	SAMN07632362_bin.141	SAMN07632362_bin.141.fa	True	False	SAMN07632362	high
CU_CUST_000000139.1	CU_SAMN07632362_bin.32	SAMN07632362_bin.32	SAMN07632362_bin.32.fa	True	False	SAMN07632362	high
CU_CUST_000000140.1	CU_SAMN07632362_bin.73	SAMN07632362_bin.73	SAMN07632362_bin.73.fa	True	False	SAMN07632362	high
CU_CUST_000000141.1	CU_SAMN07632363_bin.2	SAMN07632363_bin.2	SAMN07632363_bin.2.fa	True	False	SAMN07632363	high
CU_CUST_000000142.1	CU_SAMN07632363_bin.33	SAMN07632363_bin.33	SAMN07632363_bin.33.fa	True	False	SAMN07632363	high
CU_CUST_000000143.1	CU_SAMN07632363_bin.59	SAMN07632363_bin.59	SAMN07632363_bin.59.fa	True	False	SAMN07632363	high
CU_CUST_000000144.1	CU_SAMN07632363_bin.75	SAMN07632363_bin.75	SAMN07632363_bin.75.fa	True	False	SAMN07632363	high
CU_CUST_000000145.1	CU_SAMN07632363_bin.78	SAMN07632363_bin.78	SAMN07632363_bin.78.fa	True	False	SAMN07632363	high
CU_CUST_000000146.1	CU_SAMN07748056_bin.43	SAMN07748056_bin.43	SAMN07748056_bin.43.fa	True	False	SAMN07748056	low
CU_CUST_000000147.1	CU_SAMN07748057_bin.57	SAMN07748057_bin.57	SAMN07748057_bin.57.fa	True	False	SAMN07748057	medium
CU_CUST_000000148.1	CU_SAMN07748058_bin.29	SAMN07748058_bin.29	SAMN07748058_bin.29.fa	True	False	SAMN07748058	low
CU_CUST_000000149.1	CU_SAMN07748060_bin.39	SAMN07748060_bin.39	SAMN07748060_bin.39.fa	True	False	SAMN07748060	medium
CU_CUST_000000150.1	CU_SAMN08290431_bin.1	SAMN08290431_bin.1	SAMN08290431_bin.1.fa	True	False	SAMN08290431	medium
CU_CUST_000000151.1	CU_SAMN08290431_bin.35	SAMN08290431_bin.35	SAMN08290431_bin.35.fa	True	False	SAMN08290431	medium
CU_CUST_000000152.1	CU_SAMN08290436_bin.11	SAMN08290436_bin.11	SAMN08290436_bin.11.fa	True	False	SAMN08290436	medium
CU_CUST_000000153.1	CU_SAMN08290443_bin.97	SAMN08290443_bin.97	SAMN08290443_bin.97.fa	True	False	SAMN08290443	low
CU_CUST_000000154.1	CU_SAMN08776745_bin.18	SAMN08776745_bin.18	SAMN08776745_bin.18.fa	True	False	SAMN08776745	high
CU_CUST_000000155.1	CU_SAMN08776763_bin.20	SAMN08776763_bin.20	SAMN08776763_bin.20.fa	True	False	SAMN08776763	high
CU_CUST_000000156.1	CU_SAMN08776763_bin.34	SAMN08776763_bin.34	SAMN08776763_bin.34.fa	True	False	SAMN08776763	high
CU_CUST_000000157.1	CU_SAMN08776766_bin.18	SAMN08776766_bin.18	SAMN08776766_bin.18.fa	True	False	SAMN08776766	high
CU_CUST_000000158.1	CU_SAMN08776767_bin.20	SAMN08776767_bin.20	SAMN08776767_bin.20.fa	True	False	SAMN08776767	high
CU_CUST_000000159.1	CU_SAMN08776767_bin.36	SAMN08776767_bin.36	SAMN08776767_bin.36.fa	True	False	SAMN08776767	high
CU_CUST_000000160.1	CU_SAMN08776767_bin.45	SAMN08776767_bin.45	SAMN08776767_bin.45.fa	True	False	SAMN08776767	high
CU_CUST_000000161.1	CU_SAMN08776767_bin.69	SAMN08776767_bin.69	SAMN08776767_bin.69.fa	True	False	SAMN08776767	high
CU_CUST_000000162.1	CU_SAMN08776767_bin.75	SAMN08776767_bin.75	SAMN08776767_bin.75.fa	True	False	SAMN08776767	high
CU_CUST_000000163.1	CU_SAMN08777170_bin.34	SAMN08777170_bin.34	SAMN08777170_bin.34.fa	True	False	SAMN08777170	high
CU_CUST_000000164.1	CU_SAMN08777171_bin.10	SAMN08777171_bin.10	SAMN08777171_bin.10.fa	True	False	SAMN08777171	high
CU_CUST_000000165.1	CU_SAMN08777171_bin.11	SAMN08777171_bin.11	SAMN08777171_bin.11.fa	True	False	SAMN08777171	high
CU_CUST_000000166.1	CU_SAMN08777171_bin.48	SAMN08777171_bin.48	SAMN08777171_bin.48.fa	True	False	SAMN08777171	low
CU_CUST_000000167.1	CU_SAMN08777171_bin.52	SAMN08777171_bin.52	SAMN08777171_bin.52.fa	True	False	SAMN08777171	high
CU_CUST_000000168.1	CU_SAMN08777171_bin.54	SAMN08777171_bin.54	SAMN08777171_bin.54.fa	True	False	SAMN08777171	high
CU_CUST_000000169.1	CU_SAMN08777171_bin.68	SAMN08777171_bin.68	SAMN08777171_bin.68.fa	True	False	SAMN08777171	high
CU_CUST_000000170.1	CU_SAMN08777288_bin.14	SAMN08777288_bin.14	SAMN08777288_bin.14.fa	True	False	SAMN08777288	high
CU_CUST_000000171.1	CU_SAMN08777288_bin.83	SAMN08777288_bin.83	SAMN08777288_bin.83.fa	True	False	SAMN08777288	high
CU_CUST_000000172.1	CU_SAMN08777288_bin.85	SAMN08777288_bin.85	SAMN08777288_bin.85.fa	True	False	SAMN08777288	high
CU_CUST_000000173.1	CU_SAMN08777289_bin.104	SAMN08777289_bin.104	SAMN08777289_bin.104.fa	True	False	SAMN08777289	high
CU_CUST_000000174.1	CU_SAMN08777289_bin.32	SAMN08777289_bin.32	SAMN08777289_bin.32.fa	True	False	SAMN08777289	high
CU_CUST_000000175.1	CU_SAMN08777289_bin.78	SAMN08777289_bin.78	SAMN08777289_bin.78.fa	True	False	SAMN08777289	high
CU_CUST_000000176.1	CU_SAMN08777289_bin.90	SAMN08777289_bin.90	SAMN08777289_bin.90.fa	True	False	SAMN08777289	high
CU_CUST_000000177.1	CU_SAMN08777289_bin.94	SAMN08777289_bin.94	SAMN08777289_bin.94.fa	True	False	SAMN08777289	high
CU_CUST_000000178.1	CU_SAMN08777291_bin.28	SAMN08777291_bin.28	SAMN08777291_bin.28.fa	True	False	SAMN08777291	high
CU_CUST_000000179.1	CU_SAMN08777291_bin.29	SAMN08777291_bin.29	SAMN08777291_bin.29.fa	True	False	SAMN08777291	high
CU_CUST_000000180.1	CU_SAMN08777292_bin.25	SAMN08777292_bin.25	SAMN08777292_bin.25.fa	True	False	SAMN08777292	high
CU_CUST_000000181.1	CU_SAMN08777292_bin.29	SAMN08777292_bin.29	SAMN08777292_bin.29.fa	True	False	SAMN08777292	high
CU_CUST_000000182.1	CU_SAMN08777528_bin.15	SAMN08777528_bin.15	SAMN08777528_bin.15.fa	True	False	SAMN08777528	high
CU_CUST_000000183.1	CU_SAMN08777528_bin.18	SAMN08777528_bin.18	SAMN08777528_bin.18.fa	True	False	SAMN08777528	high
CU_CUST_000000184.1	CU_SAMN08777528_bin.7	SAMN08777528_bin.7	SAMN08777528_bin.7.fa	True	False	SAMN08777528	high
CU_CUST_000000185.1	CU_SAMN08777529_bin.19	SAMN08777529_bin.19	SAMN08777529_bin.19.fa	False	True	SAMN08777529	medium
CU_CUST_000000186.1	CU_SAMN08779077_bin.29	SAMN08779077_bin.29	SAMN08779077_bin.29.fa	True	False	SAMN08779077	high
CU_CUST_000000187.1	CU_SAMN08779078_bin.41	SAMN08779078_bin.41	SAMN08779078_bin.41.fa	True	False	SAMN08779078	high
CU_CUST_000000188.1	CU_SAMN08779079_bin.18	SAMN08779079_bin.18	SAMN08779079_bin.18.fa	True	False	SAMN08779079	high
CU_CUST_000000189.1	CU_SAMN08779079_bin.2	SAMN08779079_bin.2	SAMN08779079_bin.2.fa	True	False	SAMN08779079	high
CU_CUST_000000190.1	CU_SAMN08779079_bin.26	SAMN08779079_bin.26	SAMN08779079_bin.26.fa	True	False	SAMN08779079	high
CU_CUST_000000191.1	CU_SAMN08779079_bin.37	SAMN08779079_bin.37	SAMN08779079_bin.37.fa	True	False	SAMN08779079	high
CU_CUST_000000192.1	CU_SAMN08779079_bin.7	SAMN08779079_bin.7	SAMN08779079_bin.7.fa	True	False	SAMN08779079	high
CU_CUST_000000193.1	CU_SAMN08779101_bin.20	SAMN08779101_bin.20	SAMN08779101_bin.20.fa	True	False	SAMN08779101	high
CU_CUST_000000194.1	CU_SAMN08779102_bin.2	SAMN08779102_bin.2	SAMN08779102_bin.2.fa	True	False	SAMN08779102	high
CU_CUST_000000195.1	CU_SAMN08779102_bin.24	SAMN08779102_bin.24	SAMN08779102_bin.24.fa	True	False	SAMN08779102	high
CU_CUST_000000196.1	CU_SAMN08779102_bin.7	SAMN08779102_bin.7	SAMN08779102_bin.7.fa	True	False	SAMN08779102	high
CU_CUST_000000197.1	CU_SAMN08779105_bin.1	SAMN08779105_bin.1	SAMN08779105_bin.1.fa	True	False	SAMN08779105	high
CU_CUST_000000198.1	CU_SAMN08779105_bin.13	SAMN08779105_bin.13	SAMN08779105_bin.13.fa	True	False	SAMN08779105	high
CU_CUST_000000199.1	CU_SAMN08779105_bin.18	SAMN08779105_bin.18	SAMN08779105_bin.18.fa	True	False	SAMN08779105	high
CU_CUST_000000200.1	CU_SAMN08779105_bin.20	SAMN08779105_bin.20	SAMN08779105_bin.20.fa	True	False	SAMN08779105	high
CU_CUST_000000201.1	CU_SAMN08779106_bin.52	SAMN08779106_bin.52	SAMN08779106_bin.52.fa	True	False	SAMN08779106	high
CU_CUST_000000202.1	CU_SAMN08779106_bin.60	SAMN08779106_bin.60	SAMN08779106_bin.60.fa	True	False	SAMN08779106	high
CU_CUST_000000203.1	CU_SAMN08779106_bin.88	SAMN08779106_bin.88	SAMN08779106_bin.88.fa	True	False	SAMN08779106	high
CU_CUST_000000204.1	CU_SAMN08779110_bin.14	SAMN08779110_bin.14	SAMN08779110_bin.14.fa	True	False	SAMN08779110	high
CU_CUST_000000205.1	CU_SAMN08779110_bin.19	SAMN08779110_bin.19	SAMN08779110_bin.19.fa	True	False	SAMN08779110	high
CU_CUST_000000206.1	CU_SAMN08779110_bin.37	SAMN08779110_bin.37	SAMN08779110_bin.37.fa	True	False	SAMN08779110	high
CU_CUST_000000207.1	CU_SAMN08779110_bin.75	SAMN08779110_bin.75	SAMN08779110_bin.75.fa	True	False	SAMN08779110	high
CU_CUST_000000208.1	CU_SAMN08779110_bin.82	SAMN08779110_bin.82	SAMN08779110_bin.82.fa	True	False	SAMN08779110	high
CU_CUST_000000209.1	CU_SAMN08779247_bin.9	SAMN08779247_bin.9	SAMN08779247_bin.9.fa	True	False	SAMN08779247	high
CU_CUST_000000210.1	CU_SAMN08779266_bin.38	SAMN08779266_bin.38	SAMN08779266_bin.38.fa	True	False	SAMN08779266	medium
CU_CUST_000000211.1	CU_SAMN08779267_bin.103	SAMN08779267_bin.103	SAMN08779267_bin.103.fa	True	False	SAMN08779267	high
CU_CUST_000000212.1	CU_SAMN08779267_bin.123	SAMN08779267_bin.123	SAMN08779267_bin.123.fa	True	False	SAMN08779267	high
CU_CUST_000000213.1	CU_SAMN08779267_bin.68	SAMN08779267_bin.68	SAMN08779267_bin.68.fa	True	False	SAMN08779267	high
CU_CUST_000000214.1	CU_SAMN08779268_bin.5	SAMN08779268_bin.5	SAMN08779268_bin.5.fa	True	False	SAMN08779268	high
CU_CUST_000000215.1	CU_SAMN09060587_bin.30	SAMN09060587_bin.30	SAMN09060587_bin.30.fa	True	False	SAMN09060587	high
CU_CUST_000000216.1	CU_SAMN09060591_bin.1	SAMN09060591_bin.1	SAMN09060591_bin.1.fa	True	False	SAMN09060591	high
CU_CUST_000000217.1	CU_SAMN09093794_bin.135	SAMN09093794_bin.135	SAMN09093794_bin.135.fa	True	False	SAMN09093794	high
CU_CUST_000000218.1	CU_SAMN09093794_bin.15	SAMN09093794_bin.15	SAMN09093794_bin.15.fa	True	False	SAMN09093794	high
CU_CUST_000000219.1	CU_SAMN09093794_bin.31	SAMN09093794_bin.31	SAMN09093794_bin.31.fa	True	False	SAMN09093794	high
CU_CUST_000000220.1	CU_SAMN09093794_bin.58	SAMN09093794_bin.58	SAMN09093794_bin.58.fa	True	False	SAMN09093794	high
CU_CUST_000000221.1	CU_SAMN09093794_bin.6	SAMN09093794_bin.6	SAMN09093794_bin.6.fa	True	False	SAMN09093794	high
CU_CUST_000000222.1	CU_SAMN09093795_bin.113	SAMN09093795_bin.113	SAMN09093795_bin.113.fa	True	False	SAMN09093795	high
CU_CUST_000000223.1	CU_SAMN09093795_bin.135	SAMN09093795_bin.135	SAMN09093795_bin.135.fa	True	False	SAMN09093795	high
CU_CUST_000000224.1	CU_SAMN09093795_bin.30	SAMN09093795_bin.30	SAMN09093795_bin.30.fa	True	False	SAMN09093795	high
