sp_norm	ogt_tempura	tmin_measured	ogt_madin	ogt_toki	ogt_ogtfinder	ogt_ogtfinder_sources	ogt_n_sources	ogt_measured	ogt_spread
nocardiopsis potens			31.0				1	31.0	0.0
nocardiopsis prasina			27.0				1	27.0	0.0
nocardiopsis rhodophaea	38.5	20.0					1	38.5	0.0
nocardiopsis rosea	38.5	20.0					1	38.5	0.0
nocardiopsis salina			29.0				1	29.0	0.0
nocardiopsis sediminis	26.5	20.0					1	26.5	0.0
nocardiopsis sp.			29.0				1	29.0	0.0
nocardiopsis synnemasporogenes	33.5	10.0					1	33.5	0.0
nocardiopsis trehalosi	32.5	18.0	29.0				2	30.75	3.5
nocardiopsis tropica			29.0				1	29.0	0.0
nocardiopsis yanglingensis	45.0	25.0			45.0	ThermoBase	2	45.0	0.0
nocardiopsis_a chromatogenes				38.5			1	38.5	0.0
nocardiopsis_a halophila				35.1			1	35.1	0.0
nocardiopsis_a potens				28.5			1	28.5	0.0
nocardiopsis_c gilva				28.667			1	28.667	0.0
nodularia harveyana			22.0				1	22.0	0.0
nodularia sphaerocarpa			22.0				1	22.0	0.0
nonlabens antarcticus	15.0	8.0		15.0			2	15.0	0.0
nonlabens arenilitoris	27.5	10.0		27.5			2	27.5	0.0
nonlabens dokdonensis					25.0	BacDive	1	25.0	0.0
nonlabens marinus	22.5	10.0		22.5			2	22.5	0.0
nonlabens spongiae	29.0	20.0		29.0			2	29.0	0.0
nonlabens tegetincola	32.0	12.0		28.375			2	30.1875	3.625
nonlabens ulvanivorans			21.0	20.0			2	20.5	1.0
nonlabens xylanidelens				20.0	20.0	BacDive	2	20.0	0.0
nonomuraea africana			29.0				1	29.0	0.0
nonomuraea angiospora			29.0				1	29.0	0.0
nonomuraea bangladeshensis			29.0				1	29.0	0.0
nonomuraea coxensis			29.0				1	29.0	0.0
nonomuraea dietziae			26.0				1	26.0	0.0
nonomuraea endophytica	24.0	10.0		24.0			2	24.0	0.0
nonomuraea fastidiosa			31.0				1	31.0	0.0
nonomuraea ferruginea			29.0				1	29.0	0.0
nonomuraea gerenzanensis	32.5	22.0					1	32.5	0.0
nonomuraea helvata			34.5				1	34.5	0.0
nonomuraea indica	29.0	10.0		29.0			2	29.0	0.0
nonomuraea muscovyensis	29.0	28.0		29.0			2	29.0	0.0
nonomuraea polychroma			32.5				1	32.5	0.0
nonomuraea purpurea	26.0	10.0					1	26.0	0.0
nonomuraea pusilla			34.0	32.5			2	33.25	1.5
nonomuraea recticatena			29.0				1	29.0	0.0
nonomuraea rhizophila	24.0	10.0					1	24.0	0.0
nonomuraea roseola			29.0				1	29.0	0.0
nonomuraea roseoviolacea			30.5				1	30.5	0.0
nonomuraea rubra			30.0				1	30.0	0.0
nonomuraea salmonea			33.0				1	33.0	0.0
nonomuraea spiralis			29.0				1	29.0	0.0
nonomuraea suaedae	32.5	15.0					1	32.5	0.0
nonomuraea thermotolerans	46.0	25.0			46.0	ThermoBase	2	46.0	0.0
nonomuraea turkmeniaca			33.0				1	33.0	0.0
nosocomiicoccus ampullae			32.0				1	32.0	0.0
nostoc calcicola			22.0				1	22.0	0.0
nostoc carneum			20.0				1	20.0	0.0
nostoc commune			20.0				1	20.0	0.0
nostoc linckia			20.0				1	20.0	0.0
nostoc minutum			20.0				1	20.0	0.0
nostoc punctiforme			20.0				1	20.0	0.0
nostoc sp.			23.0				1	23.0	0.0
nostoc verrucosum			20.0				1	20.0	0.0
nostocoides australiense					28.0	BacDive	1	28.0	0.0
nostocoides japonicum					28.0	BacDive	1	28.0	0.0
notoacmeibacter marinus	29.0	15.0		29.0			2	29.0	0.0
novibacillus thermophilus	50.0	30.0		50.0	50.0	ThermoBase	3	50.0	0.0
noviherbaspirillum agri	31.0	10.0					1	31.0	0.0
noviherbaspirillum massiliense	32.5	20.0		32.5			2	32.5	0.0
noviherbaspirillum psychrotolerans	17.0	-5.0	20.0				2	18.5	3.0
novispirillum itersonii			27.5				1	27.5	0.0
novosphingobium arvoryzae	20.0	10.0		20.0			2	20.0	0.0
novosphingobium bradum	20.0	15.0					1	20.0	0.0
novosphingobium capsulatum			27.0				1	27.0	0.0
novosphingobium colocasiae	20.0	10.0		20.0			2	20.0	0.0
novosphingobium fuchskuhlense				26.5			1	26.5	0.0
novosphingobium ginsenosidimutans	31.0	10.0		31.0			2	31.0	0.0
novosphingobium indicum	27.5	10.0		27.5			2	27.5	0.0
novosphingobium lentum	23.0	4.0	20.0	22.0			3	21.666666666666668	3.0
novosphingobium marinum	35.0	15.0		35.0			2	35.0	0.0
novosphingobium mathurense				32.5			1	32.5	0.0
novosphingobium naphthae	31.0	12.0					1	31.0	0.0
novosphingobium nitrogenifigens			29.0				1	29.0	0.0
novosphingobium panipatense				30.312			1	30.312	0.0
novosphingobium piscinae	38.5	20.0		38.5			2	38.5	0.0
novosphingobium pokkalii	29.0	18.0					1	29.0	0.0
novosphingobium resinovorum			27.0	27.25			2	27.125	0.25
novosphingobium rosa			29.0				1	29.0	0.0
novosphingobium sediminis	32.5	18.0		32.5			2	32.5	0.0
novosphingobium soli			29.0				1	29.0	0.0
novosphingobium stygium			29.0				1	29.0	0.0
novosphingobium subterraneum			29.0	20.0			2	24.5	9.0
novosphingobium tardaugens			27.0				1	27.0	0.0
obesumbacterium proteus					28.5	Lyubetsky et al., 2020	1	28.5	0.0
oblitimonas alkaliphila	27.5	10.0		27.5			2	27.5	0.0
occallatibacter riparius	31.5	11.0					1	31.5	0.0
occallatibacter savannae	34.5	11.0			34.5	aciDB	2	34.5	0.0
oceanibacterium hippocampi			20.0				1	20.0	0.0
oceanibaculum indicum	31.0	10.0		29.75			2	30.375	1.25
oceanibaculum nanhaiense	31.0	10.0		31.0			2	31.0	0.0
oceanibaculum pacificum	32.5	10.0					1	32.5	0.0
oceanicaulis stylophorae	37.5	15.0					1	37.5	0.0
oceanicella actignis	50.0	25.0	50.0		50.0	ThermoBase	3	50.0	0.0
oceanicoccus sagamiensis	17.5	10.0		17.5			2	17.5	0.0
oceanidesulfovibrio marinus					37.0	BacDive	1	37.0	0.0
oceaniglobus indicus	31.5	5.0		31.5			2	31.5	0.0
oceanimonas baumannii			27.0				1	27.0	0.0
oceanimonas doudoroffii			29.0				1	29.0	0.0
oceanimonas smirnovii	29.0	10.0	24.0				2	26.5	5.0
oceanirhabdus sediminicola	36.0	22.0	35.0				2	35.5	1.0
oceaniserpentilla haliotis			20.0				1	20.0	0.0
oceanisphaera arctica	24.0	4.0		24.0			2	24.0	0.0
oceanisphaera litoralis			31.0				1	31.0	0.0
oceanisphaera marina	27.5	5.0					1	27.5	0.0
oceanisphaera psychrotolerans	26.5	4.0		26.5			2	26.5	0.0
oceanisphaera sediminis					30.0	BacDive	1	30.0	0.0
oceanispirochaeta sediminicola	27.5	10.0					1	27.5	0.0
oceanithermus desulfurans	60.0	30.0	60.0	60.0	60.0	ThermoBase	4	60.0	0.0
oceanithermus profundus	60.0	40.0	60.0	60.0	60.0	ThermoBase	4	60.0	0.0
oceanivirga salmonicida			20.0				1	20.0	0.0
oceanobacillus aidingensis	35.0	4.0					1	35.0	0.0
oceanobacillus caeni	35.0	20.0	32.0				2	33.5	3.0
oceanobacillus chironomi			32.0		37.0	BacDive	2	34.5	5.0
oceanobacillus damuensis	33.5	15.0					1	33.5	0.0
oceanobacillus halophilus	35.0	20.0		35.0			2	35.0	0.0
oceanobacillus iheyensis			29.0		30.0	Lyubetsky et al., 2020	2	29.5	1.0
oceanobacillus indicireducens	39.0	18.0					1	39.0	0.0
oceanobacillus kapialis					37.0	BacDive	1	37.0	0.0
oceanobacillus limi	35.0	25.0					1	35.0	0.0
oceanobacillus locisalsi	33.5	10.0					1	33.5	0.0
oceanobacillus longus	35.0	25.0					1	35.0	0.0
oceanobacillus manasiensis	33.5	10.0					1	33.5	0.0
oceanobacillus massiliensis	33.5	25.0		33.5			2	33.5	0.0
oceanobacillus neutriphilus					37.0	BacDive	1	37.0	0.0
oceanobacillus oncorhynchi	33.5	10.0	32.0	33.25	37.0	BacDive	4	33.9375	5.0
oceanobacillus picturae			29.0				1	29.0	0.0
oceanobacillus polygoni	35.0	5.0					1	35.0	0.0
oceanobacillus profundus	35.0	15.0		35.0	35.0	BacDive	3	35.0	0.0
oceanobacillus rekensis	33.5	15.0					1	33.5	0.0
oceanobacillus sojae	32.5	15.0					1	32.5	0.0
oceanobacter kriegii			27.0				1	27.0	0.0
oceanospirillum beijerinckii			26.5				1	26.5	0.0
oceanospirillum linum			26.0				1	26.0	0.0
oceanospirillum maris			28.0				1	28.0	0.0
oceanotoga teriensis	56.5	25.0	56.5		56.5	ThermoBase	3	56.5	0.0
ochrobactrum anthropi				27.875			1	27.875	0.0
ochrobactrum cytisi			26.0				1	26.0	0.0
ochrobactrum intermedium				34.75			1	34.75	0.0
ochrobactrum pituitosum	27.5	20.0					1	27.5	0.0
ochrovirga pacifica	26.5	8.0		26.5			2	26.5	0.0
octadecabacter antarcticus			4.0	7.0	7.0	Lyubetsky et al., 2020	3	6.0	3.0
octadecabacter arcticus			4.0	4.0	9.5	Lyubetsky et al., 2020	3	5.833333333333333	5.5
octadecabacter temperatus	20.0	4.0		20.0			2	20.0	0.0
oenococcus oeni	22.0	20.0	29.0	25.805666666666667	22.0	Lyubetsky et al., 2020	4	24.701416666666667	7.0
oerskovia jenensis			29.0		28.0	BacDive	2	28.5	1.0
oerskovia paurometabola			29.0		28.0	BacDive	2	28.5	1.0
oerskovia turbata			29.0	28.4	30.0	BacDive	3	29.133333333333336	1.6000000000000014
oikeobacillus pervagus					45.0	ThermoBase	1	45.0	0.0
okibacterium endophyticum	27.5	5.0					1	27.5	0.0
okibacterium fritillariae	25.5	7.0		25.5			2	25.5	0.0
oleibacter marinus	27.5	10.0	29.0	27.5			3	28.0	1.5
oleidesulfovibrio alaskensis					37.0	BacDive	1	37.0	0.0
oleiharenicola alkalitolerans	31.0	15.0					1	31.0	0.0
oleiphilus messinensis	27.5	10.0	27.0	27.5			3	27.333333333333332	0.5
oleispira antarctica			15.0	15.0			2	15.0	0.0
oligella ureolytica			33.0	34.0			2	33.5	1.0
oligella urethralis			34.5				1	34.5	0.0
oligoflexus tunisiensis	27.5	20.0					1	27.5	0.0
olivibacter jilunii	29.0	4.0					1	29.0	0.0
olivibacter oleidegradans	33.5	15.0					1	33.5	0.0
olivibacter sitiensis			29.0				1	29.0	0.0
olleya algicola	26.5	4.0					1	26.5	0.0
olleya aquimaris					37.0	BacDive	1	37.0	0.0
olleya marilimosa			23.0	17.0	17.0	BacDive	3	19.0	6.0
onishia taeanensis					35.0	BacDive	1	35.0	0.0
orbus sasakiae			24.0				1	24.0	0.0
orenia marismortui			34.0	33.0			2	33.5	1.0
orenia metallireducens	40.0	20.0		40.0			2	40.0	0.0
orenia salinaria	42.5	10.0	35.0		42.5	ThermoBase	3	40.0	7.5
orenia sivashensis			40.0				1	40.0	0.0
oricola cellulosilytica	27.5	20.0		27.5			2	27.5	0.0
ornatilinea apprima	43.5	20.0	42.0		43.5	BacDive;ThermoBase	3	43.0	1.5
ornithinibacillus bavariensis	42.0	15.0		42.0	42.0	BacDive;ThermoBase	3	42.0	0.0
ornithinibacillus californiensis					30.0	BacDive	1	30.0	0.0
ornithinibacillus contaminans					30.0	BacDive	1	30.0	0.0
ornithinibacillus halophilus	37.5	20.0					1	37.5	0.0
ornithinibacillus heyuanensis	35.0	25.0					1	35.0	0.0
ornithinibacillus salinisoli	27.5	10.0					1	27.5	0.0
ornithinibacter aureus	34.0	4.0		34.0	34.0	BacDive	3	34.0	0.0
ornithinicoccus hortensis					28.0	BacDive	1	28.0	0.0
ornithinimicrobium humiphilum			31.0		28.0	BacDive	2	29.5	3.0
ornithinimicrobium kibberense					28.0	BacDive	1	28.0	0.0
ornithinimicrobium murale	27.5	15.0					1	27.5	0.0
ornithinimicrobium pekingense	35.0	26.0		35.0	35.0	BacDive	3	35.0	0.0
ornithobacterium rhinotracheale			36.0	35.0	36.0	Lyubetsky et al., 2020	3	35.666666666666664	1.0
oryzihumus leptocrescens					27.0	BacDive	1	27.0	0.0
oryzihumus terrae	29.0	10.0					1	29.0	0.0
oscillatoria acuminata			22.0				1	22.0	0.0
oscillatoria prolifera			22.0				1	22.0	0.0
oscillatoria sancta			22.0				1	22.0	0.0
oscillatoria sp.			23.0				1	23.0	0.0
oscillatoria tenuis			21.0				1	21.0	0.0
oscillatoria terebriformis					49.0	ThermoBase	1	49.0	0.0
oscillatoria williamsii			22.0				1	22.0	0.0
oscillibacter ruminantium	40.0	30.0		40.0	40.0	ThermoBase	3	40.0	0.0
ottowia oryzae	29.0	10.0		29.0			2	29.0	0.0
ottowia pentelensis	24.0	4.0					1	24.0	0.0
ottowia thiooxydans	26.0	2.0		26.0	26.0	BacDive	3	26.0	0.0
owenweeksia hongkongensis	29.0	4.0		29.0	29.0	BacDive;Lyubetsky et al., 2020	3	29.0	0.0
oxalicibacterium flavum			29.0				1	29.0	0.0
oxalobacter formigenes			29.0				1	29.0	0.0
oxobacter pfennigii	36.0	23.0		36.0			2	36.0	0.0
paecilomyces variotii					50.0	ThermoBase	1	50.0	0.0
paenactinomyces guangxiensis					47.5	ThermoBase	1	47.5	0.0
paenalcaligenes hominis			31.0				1	31.0	0.0
paenarthrobacter aurescens			29.0		28.0	BacDive	2	28.5	1.0
paenarthrobacter histidinolovorans			29.0		28.0	BacDive	2	28.5	1.0
paenarthrobacter ilicis			29.0		28.0	BacDive	2	28.5	1.0
paenarthrobacter nicotinovorans					28.0	BacDive	1	28.0	0.0
paenarthrobacter nitroguajacolicus					27.75	BacDive	1	27.75	0.0
paenarthrobacter ureafaciens			27.5		28.0	BacDive	2	27.75	0.5
paenibacillus albidus	29.0	4.0					1	29.0	0.0
paenibacillus alginolyticus	29.0	5.0					1	29.0	0.0
paenibacillus alvei			31.5				1	31.5	0.0
paenibacillus amylolyticus	29.0	10.0		29.0			2	29.0	0.0
paenibacillus anaericanus	32.5	5.0	30.75				2	31.625	1.75
paenibacillus antarcticus	12.5	4.0	15.0	12.5			3	13.333333333333334	2.5
paenibacillus apis	31.0	15.0					1	31.0	0.0
paenibacillus arcticus	20.0	4.0					1	20.0	0.0
paenibacillus aurantiacus	33.5	20.0					1	33.5	0.0
paenibacillus barengoltzii			29.0				1	29.0	0.0
paenibacillus borealis					28.0	Lyubetsky et al., 2020	1	28.0	0.0
paenibacillus bovis	32.5	10.0					1	32.5	0.0
paenibacillus campinasensis			34.0				1	34.0	0.0
paenibacillus castaneae			29.0				1	29.0	0.0
paenibacillus catalpae	26.5	15.0					1	26.5	0.0
paenibacillus cathormii	33.5	15.0					1	33.5	0.0
paenibacillus cellulositrophicus	33.5	20.0					1	33.5	0.0
paenibacillus chinjuensis	33.5	20.0					1	33.5	0.0
paenibacillus chitinolyticus	31.0	18.0					1	31.0	0.0
paenibacillus chondroitinus	29.0	5.0					1	29.0	0.0
paenibacillus cineris			29.0				1	29.0	0.0
paenibacillus cisolokensis	47.5	37.0	45.0		47.5	ThermoBase	3	46.666666666666664	2.5
paenibacillus darwinianus	23.0	15.0	20.0				2	21.5	3.0
paenibacillus dendritiformis			34.0				1	34.0	0.0
paenibacillus donghaensis	22.5	4.0		22.5			2	22.5	0.0
paenibacillus durus					33.5	Lyubetsky et al., 2020	1	33.5	0.0
paenibacillus ehimensis	34.0	18.0					1	34.0	0.0
paenibacillus filicis	27.5	15.0					1	27.5	0.0
paenibacillus gansuensis	37.5	10.0					1	37.5	0.0
paenibacillus gelatinilyticus	27.5	10.0					1	27.5	0.0
paenibacillus ginsengiterrae	27.5	20.0					1	27.5	0.0
paenibacillus glacialis	22.0	4.0	21.0	22.0			3	21.666666666666668	1.0
paenibacillus glucanolyticus			29.0	29.0			2	29.0	0.0
paenibacillus graminis					28.0	Lyubetsky et al., 2020	1	28.0	0.0
paenibacillus guangzhouensis	35.0	16.0					1	35.0	0.0
paenibacillus harenae	33.5	10.0					1	33.5	0.0
paenibacillus hordei	36.0	4.0					1	36.0	0.0
paenibacillus humicus			31.0				1	31.0	0.0
paenibacillus hunanensis			29.0				1	29.0	0.0
paenibacillus intestini	28.5	10.0					1	28.5	0.0
paenibacillus konsidensis			36.0				1	36.0	0.0
paenibacillus koreensis	23.0	10.0					1	23.0	0.0
paenibacillus kribbensis	33.5	10.0	29.0	33.5	33.5	Lyubetsky et al., 2020	4	32.375	4.5
paenibacillus larvae			32.0		32.5	Lyubetsky et al., 2020	2	32.25	0.5
paenibacillus lentus	38.0	30.0	32.0				2	35.0	6.0
paenibacillus liaoningensis	31.5	4.0					1	31.5	0.0
paenibacillus luteus	29.0	4.0					1	29.0	0.0
paenibacillus macerans			31.0		43.5	ThermoBase	2	37.25	12.5
paenibacillus macquariensis	17.5	0.0	26.0				2	21.75	8.5
paenibacillus marinum	55.0	40.0			55.0	ThermoBase	2	55.0	0.0
paenibacillus massiliensis			32.0				1	32.0	0.0
paenibacillus mendelii			32.0				1	32.0	0.0
paenibacillus naphthalenovorans					33.5	Lyubetsky et al., 2020	1	33.5	0.0
paenibacillus nebraskensis	24.0	10.0					1	24.0	0.0
paenibacillus nicotianae	32.5	4.0	3.0				2	17.75	29.5
paenibacillus odorifer					28.0	Lyubetsky et al., 2020	1	28.0	0.0
paenibacillus pabuli	29.0	5.0		29.0			2	29.0	0.0
paenibacillus panacisoli			35.0				1	35.0	0.0
paenibacillus pasadenensis			29.0				1	29.0	0.0
paenibacillus peoriae					29.0	Lyubetsky et al., 2020	1	29.0	0.0
paenibacillus pinihumi	27.5	15.0					1	27.5	0.0
paenibacillus pinisoli	32.5	15.0					1	32.5	0.0
paenibacillus polymyxa			31.0	31.75	30.0	Lyubetsky et al., 2020	3	30.916666666666668	1.75
paenibacillus polysaccharolyticus	29.0	15.0					1	29.0	0.0
paenibacillus popilliae			29.0				1	29.0	0.0
paenibacillus profundus	32.5	5.0					1	32.5	0.0
paenibacillus prosopidis			29.0				1	29.0	0.0
paenibacillus provencensis			36.0				1	36.0	0.0
paenibacillus puldeungensis			32.0				1	32.0	0.0
paenibacillus purispatii	32.0	10.0					1	32.0	0.0
paenibacillus rhizoplanae	29.0	10.0					1	29.0	0.0
paenibacillus ripae	33.5	15.0					1	33.5	0.0
paenibacillus salinicaeni	32.5	15.0					1	32.5	0.0
paenibacillus sanguinis			32.0				1	32.0	0.0
paenibacillus segetis	33.5	5.0					1	33.5	0.0
paenibacillus seodonensis	27.5	15.0					1	27.5	0.0
paenibacillus shunpengii	35.0	18.0					1	35.0	0.0
paenibacillus silvae	33.5	10.0		33.5			2	33.5	0.0
paenibacillus solanacearum	29.0	15.0					1	29.0	0.0
paenibacillus sp001860525				29.0			1	29.0	0.0
paenibacillus sputi	33.5	15.0					1	33.5	0.0
paenibacillus stellifer					28.0	Lyubetsky et al., 2020	1	28.0	0.0
paenibacillus taichungensis			29.0				1	29.0	0.0
paenibacillus taihuensis	33.5	20.0					1	33.5	0.0
paenibacillus terrae			35.0		30.0	Lyubetsky et al., 2020	2	32.5	5.0
paenibacillus terrae_b				32.5			1	32.5	0.0
paenibacillus tezpurensis	47.5	30.0			47.5	ThermoBase	2	47.5	0.0
paenibacillus thermoaerophilus	52.5	25.0	50.0		52.5	ThermoBase	3	51.666666666666664	2.5
paenibacillus thermophilus	43.5	37.0	45.0				2	44.25	1.5
paenibacillus thiaminolyticus			31.0				1	31.0	0.0
paenibacillus tibetensis			20.0				1	20.0	0.0
paenibacillus timonensis			32.0				1	32.0	0.0
paenibacillus tundrae	27.0	13.0					1	27.0	0.0
paenibacillus turicensis	39.5	15.0	35.0				2	37.25	4.5
paenibacillus urinalis			33.0	35.0			2	34.0	2.0
paenibacillus validus	29.0	5.0					1	29.0	0.0
paenibacillus wooponensis	32.5	10.0					1	32.5	0.0
paenibacillus wynnii			22.0	21.0			2	21.5	1.0
paenibacillus xanthinilyticus	35.0	20.0					1	35.0	0.0
paenibacillus xerothermodurans					37.0	BacDive	1	37.0	0.0
paenibacillus xinjiangensis	32.5	10.0					1	32.5	0.0
paenibacillus xylanexedens	23.0	13.0					1	23.0	0.0
paenibacillus xylanisolvens	33.5	15.0					1	33.5	0.0
paenibacillus_b popilliae				26.0			1	26.0	0.0
paenibacillus_f chitinolyticus				31.0			1	31.0	0.0
paenibacillus_g naphthalenovorans				50.0			1	50.0	0.0
paeniglutamicibacter antarcticus	23.5	4.0		23.5			2	23.5	0.0
paeniglutamicibacter cryotolerans	16.0	-6.0	16.0	16.0			3	16.0	0.0
paeniglutamicibacter gangotriensis	22.0	4.0	22.0	22.0	25.0	BacDive	4	22.75	3.0
paeniglutamicibacter kerguelensis			22.0		25.0	BacDive	2	23.5	3.0
paeniglutamicibacter psychrophenolicus			20.0		20.5	BacDive	2	20.25	0.5
paeniglutamicibacter sulfureus					28.0	BacDive	1	28.0	0.0
paenisporosarcina antarctica	17.5	0.0	18.0	17.5			3	17.666666666666668	0.5
paenisporosarcina indica	20.0	0.0	20.0	20.0			3	20.0	0.0
paenisporosarcina macmurdoensis	19.0	4.0	18.0				2	18.5	1.0
paenisporosarcina quisquiliarum	27.5	15.0					1	27.5	0.0
paenochrobactrum glaciei	29.0	5.0					1	29.0	0.0
paenochrobactrum pullorum	27.5	15.0					1	27.5	0.0
palaeococcus ferrophilus	83.0	60.0	81.5	82.0	83.0	ThermoBase	4	82.375	1.5
palaeococcus helgesonii	80.0	45.0	77.6		80.0	ThermoBase	3	79.2	2.4000000000000057
palaeococcus pacificus	80.0	50.0	80.0	80.0	80.0	ThermoBase	4	80.0	0.0
palleronia marisminoris				28.5			1	28.5	0.0
pallidibacillus thermolactis					50.0	ThermoBase	1	50.0	0.0
paludibacter propionicigenes					30.0	Lyubetsky et al., 2020	1	30.0	0.0
paludibaculum fermentans	24.0	4.0	24.0	24.0			3	24.0	0.0
paludicola psychrotolerans	27.5	4.0					1	27.5	0.0
paludifilum halophilum	42.5	30.0		42.5	42.5	ThermoBase	3	42.5	0.0
paludisphaera borealis	20.0	6.0		20.0			2	20.0	0.0
pandoraea norimbergensis			29.0	29.0			2	29.0	0.0
pandoraea sputorum			35.0				1	35.0	0.0
pandoraea thiooxydans					30.0	BacDive	1	30.0	0.0
pannonibacter carbonis	32.5	4.0		32.5			2	32.5	0.0
pannonibacter phragmitetus				33.0			1	33.0	0.0
pantoea agglomerans			28.0	28.75	30.0	Lyubetsky et al., 2020	3	28.916666666666668	2.0
pantoea ananatis			26.0	28.6666666666667	30.0	Lyubetsky et al., 2020	3	28.222222222222232	4.0
pantoea cypripedii			29.0	27.3333333333333			2	28.16666666666665	1.6666666666666998
pantoea dispersa			29.0				1	29.0	0.0
pantoea eucrina			29.0				1	29.0	0.0
pantoea intestinalis	35.0	15.0					1	35.0	0.0
pantoea stewartii			29.0	27.0	30.0	Lyubetsky et al., 2020	3	28.666666666666668	3.0
parabacteroides chartae	36.0	10.0					1	36.0	0.0
parablastomonas arctica	22.0	4.0					1	22.0	0.0
paraburkholderia aromaticivorans	27.5	20.0					1	27.5	0.0
paraburkholderia azotifigens	27.5	15.0		27.5			2	27.5	0.0
paraburkholderia bryophila					28.0	BacDive	1	28.0	0.0
paraburkholderia caribensis			29.0				1	29.0	0.0
paraburkholderia diazotrophica	33.5	15.0					1	33.5	0.0
paraburkholderia dipogonis	27.5	10.0					1	27.5	0.0
paraburkholderia eburnea	28.5	15.0					1	28.5	0.0
paraburkholderia ferrariae			29.0				1	29.0	0.0
paraburkholderia ginsengisoli	27.5	25.0		27.5			2	27.5	0.0
paraburkholderia graminis			29.0				1	29.0	0.0
paraburkholderia heleia	32.0	17.0					1	32.0	0.0
paraburkholderia hospita			29.0				1	29.0	0.0
paraburkholderia insulsa	33.5	4.0					1	33.5	0.0
paraburkholderia kururiensis			34.0				1	34.0	0.0
paraburkholderia megapolitana					28.0	BacDive	1	28.0	0.0
paraburkholderia monticola	31.0	10.0		31.0			2	31.0	0.0
paraburkholderia nodosa					32.5	BacDive	1	32.5	0.0
paraburkholderia oxyphila			29.0		30.0	BacDive	2	29.5	1.0
paraburkholderia pallidirosea	30.5	16.0					1	30.5	0.0
paraburkholderia phenoliruptrix			29.0				1	29.0	0.0
paraburkholderia phymatum			29.0				1	29.0	0.0
paraburkholderia phytofirmans					30.0	BacDive	1	30.0	0.0
paraburkholderia rhizoxinica			29.0				1	29.0	0.0
paraburkholderia sabiae					28.0	BacDive	1	28.0	0.0
paraburkholderia sacchari	29.0	25.0	29.0				2	29.0	0.0
paraburkholderia sediminicola	27.5	15.0					1	27.5	0.0
paraburkholderia soli			29.0				1	29.0	0.0
paraburkholderia symbiotica	35.0	15.0					1	35.0	0.0
paraburkholderia terrae			27.0				1	27.0	0.0
paraburkholderia tropica					30.0	BacDive	1	30.0	0.0
parachlamydia acanthamoebae					34.5	Lyubetsky et al., 2020	1	34.5	0.0
paracholeplasma brassicae					30.0	Lyubetsky et al., 2020	1	30.0	0.0
paracoccus acridae	27.5	10.0		27.5			2	27.5	0.0
paracoccus aminophilus				29.643	30.0	Lyubetsky et al., 2020	2	29.8215	0.3569999999999993
paracoccus angustae	32.5	4.0					1	32.5	0.0
paracoccus aquimaris	32.0	10.0					1	32.0	0.0
paracoccus chinensis	32.5	25.0		32.5			2	32.5	0.0
paracoccus communis	29.0	16.0					1	29.0	0.0
paracoccus denitrificans			29.0	29.8461538461538	33.5	Lyubetsky et al., 2020	3	30.782051282051267	4.5
paracoccus fontiphilus	22.5	15.0		22.5			2	22.5	0.0
paracoccus gahaiensis	20.0	4.0		20.0			2	20.0	0.0
paracoccus haeundaensis	27.5	20.0					1	27.5	0.0
paracoccus homiensis	27.5	10.0	29.0	27.5			3	28.0	1.5
paracoccus isoporae	27.5	4.0		27.5			2	27.5	0.0
paracoccus kondratievae	40.0	30.0	40.0	40.0	40.0	ThermoBase	4	40.0	0.0
